,timeCode,blendShapes.EyeBlinkLeft,blendShapes.EyeLookDownLeft,blendShapes.EyeLookInLeft,blendShapes.EyeLookOutLeft,blendShapes.EyeLookUpLeft,blendShapes.EyeSquintLeft,blendShapes.EyeWideLeft,blendShapes.EyeBlinkRight,blendShapes.EyeLookDownRight,blendShapes.EyeLookInRight,blendShapes.EyeLookOutRight,blendShapes.EyeLookUpRight,blendShapes.EyeSquintRight,blendShapes.EyeWideRight,blendShapes.JawForward,blendShapes.JawLeft,blendShapes.JawRight,blendShapes.JawOpen,blendShapes.MouthClose,blendShapes.MouthFunnel,blendShapes.MouthPucker,blendShapes.MouthLeft,blendShapes.MouthRight,blendShapes.MouthSmileLeft,blendShapes.MouthSmileRight,blendShapes.MouthFrownLeft,blendShapes.MouthFrownRight,blendShapes.MouthDimpleLeft,blendShapes.MouthDimpleRight,blendShapes.MouthStretchLeft,blendShapes.MouthStretchRight,blendShapes.MouthRollLower,blendShapes.MouthRollUpper,blendShapes.MouthShrugLower,blendShapes.MouthShrugUpper,blendShapes.MouthPressLeft,blendShapes.MouthPressRight,blendShapes.MouthLowerDownLeft,blendShapes.MouthLowerDownRight,blendShapes.MouthUpperUpLeft,blendShapes.MouthUpperUpRight,blendShapes.BrowDownLeft,blendShapes.BrowDownRight,blendShapes.BrowInnerUp,blendShapes.BrowOuterUpLeft,blendShapes.BrowOuterUpRight,blendShapes.CheekPuff,blendShapes.CheekSquintLeft,blendShapes.CheekSquintRight,blendShapes.NoseSneerLeft,blendShapes.NoseSneerRight,blendShapes.TongueOut,blendShapes.HeadRoll,blendShapes.HeadPitch,blendShapes.HeadYaw
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04952787980437279,0.0,0.0,0.0,0.0,0.0,0.0,0.05139567330479622,0.0,0.0009162689675576985,0.0030493801459670067,0.0,0.0,0.0,0.0,0.0005804233369417489,0.0,0.029399484395980835,0.0211248230189085,0.0,0.000728002458345145,0.019098078832030296,0.016933420673012733,0.0015322741819545627,0.0013764294562861323,0.008569418452680111,0.0,0.034080181270837784,0.002237224718555808,0.0,0.0,0.0,0.0,0.0,0.0027186754159629345,0.0010333375539630651,0.0,0.005721180699765682,0.01836302876472473,0.021506724879145622,0.002097496297210455,0.0,0.0,0.0,0.0011009633308276534,0.0,0.0,0.0,0.0
1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.081653892993927,0.0,0.0,0.0,0.0,0.0,0.0,0.0838308334350586,0.0,0.001179252052679658,0.003737692954018712,0.0,0.0,0.0,0.0,0.000990526401437819,0.0,0.03903399407863617,0.027213934808969498,0.0,0.0015163399511948228,0.029098257422447205,0.026661595329642296,0.001705689006485045,0.0015294519253075123,0.007161010056734085,0.0,0.02622375637292862,0.010326676070690155,0.0,0.0,0.0,0.0004914652090519667,0.0,0.004832942504435778,0.008631022647023201,0.006097907666116953,0.019090594723820686,0.019816981628537178,0.022334659472107887,0.001896454836241901,0.0,0.0,0.004201119765639305,0.0058104838244616985,0.0,0.0,0.0,0.0
2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.10313791036605835,0.0,0.0,0.0,0.0,0.0,0.0,0.10537369549274445,0.0,0.0015575027791783214,0.003941931761801243,0.0,0.0,0.0,0.0,0.0010630367323756218,0.0,0.036575596779584885,0.024222461506724358,0.0,0.0017494248459115624,0.034365370869636536,0.032133836299180984,0.0015392130007967353,0.001392375212162733,0.005149043630808592,0.0,0.016140582039952278,0.012656733393669128,0.0,0.0,0.0,0.0008494567009620368,0.0,0.00503559922799468,0.011025038547813892,0.008332562632858753,0.02364996075630188,0.02191823348402977,0.02416510134935379,0.001613208674825728,0.0,0.0,0.006058703642338514,0.007628404535353184,0.0,0.0,0.0,0.0
3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11432626843452454,0.0,0.0,0.0,0.0,0.0,0.0,0.11658623814582825,0.0,0.002114866627380252,0.0040772235952317715,0.0042378855869174,0.0,0.0,0.0025082796346396208,0.0006799785769544542,0.0,0.021731656044721603,0.011774313636124134,0.0,0.0012507286155596375,0.03999006375670433,0.03832400217652321,0.0015306448331102729,0.00143484678119421,0.0010229527251794934,0.0,0.0,0.010969631373882294,0.0,0.0,0.0,0.0018522233003750443,0.0,0.00433727540075779,0.003479187609627843,0.0010465821251273155,0.014921028167009354,0.025705991312861443,0.027831967920064926,0.0017851258162409067,0.0,0.0,0.0009657746413722634,0.002564298454672098,0.0,0.0,0.0,0.0
4,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.11977437883615494,0.0,0.0,0.0,0.0,0.0,0.0,0.12205136567354202,0.0,0.003219079226255417,0.0047529349103569984,0.014217335730791092,0.0,0.0,0.004477222450077534,0.0004843051719944924,0.0,0.019782811403274536,0.010138529352843761,0.0,0.0009286655113101006,0.04699745029211044,0.0453881174325943,0.0018868217011913657,0.0017981028649955988,0.0,0.0,0.0,0.016394805163145065,0.0,0.0,0.0,0.003060614224523306,0.0,0.004712669178843498,0.002423997037112713,0.0,0.013044027611613274,0.027568385004997253,0.02981959842145443,0.0020311770495027304,0.0,0.0,0.0,0.0010238757822662592,0.0,0.0,0.0,0.0
5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.12570549547672272,0.0,0.0,0.0,0.0,0.0,0.0,0.12807680666446686,3.233204915886745e-05,0.005026095546782017,0.006602627690881491,0.024101225659251213,0.0,0.0,0.01020551472902298,0.0007637885282747447,0.0,0.026278316974639893,0.014429166913032532,0.0,0.0015121039468795061,0.05092507600784302,0.04929712414741516,0.0022952326107770205,0.002171425148844719,0.0,0.0,0.0,0.02183915674686432,0.0,0.0,0.0,0.0038386292289942503,0.0004190094769001007,0.005637172143906355,0.011049188673496246,0.007842346094548702,0.0230597872287035,0.02573036402463913,0.028018569573760033,0.0011937994277104735,0.0,0.0,0.00033218320459127426,0.0016878497553989291,0.0,0.0,0.0,0.0
6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.13117153942584991,0.0,0.0,0.0,0.0,0.0,0.0,0.13356642425060272,0.004072966054081917,0.006540954113006592,0.0086355060338974,0.0364038310945034,0.0,0.0,0.01371218916028738,0.0006974904681555927,0.0,0.025006746873259544,0.013308611698448658,0.0,0.0016873450949788094,0.053462088108062744,0.051866430789232254,0.0026571392081677914,0.0025283116847276688,0.0,0.0,0.0,0.024588407948613167,0.0,0.0,9.995698746934067e-06,0.00420360779389739,0.0,0.00513859186321497,0.012651162222027779,0.00918102078139782,0.02699134685099125,0.02613038942217827,0.028536725789308548,0.0006855050451122224,0.0,0.0,0.0,0.0012427190085873008,0.0,0.0,0.0,0.0
7,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.1348269134759903,0.0,0.0,0.0,0.0,0.0,0.0,0.13702985644340515,0.012400043196976185,0.008487061597406864,0.010058238171041012,0.024945471435785294,0.0,0.008195312693715096,0.033535297960042953,0.00014810229185968637,0.0,0.020429087802767754,0.011531736701726913,0.0,0.001219217898324132,0.05371201038360596,0.05227934196591377,0.003066212171688676,0.002915254095569253,0.0,0.0,0.0,0.03211354464292526,0.0,0.0,0.0014760341728106141,0.004798305220901966,0.0016354318941012025,0.00618914095684886,0.014653179794549942,0.011616095900535583,0.028844697400927544,0.026096060872077942,0.028141651302576065,0.002436819951981306,0.0,0.0,0.0,0.0007970063015818596,0.0,0.0,0.0,0.0
8,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1379101276397705,0.0,0.0,0.0,0.0,0.0,0.0,0.13999147713184357,0.01526203379034996,0.010769556276500225,0.011629784479737282,0.016723860055208206,0.0,0.027728399261832237,0.04766537621617317,0.0,0.0,0.018362894654273987,0.008430509828031063,0.0,0.0009575404692441225,0.05245696380734444,0.05093260481953621,0.003127551404759288,0.003076073480769992,0.0,0.0,0.0,0.04013393074274063,0.0,0.0,0.0011855161283165216,0.0045890845358371735,0.005708892829716206,0.009716237895190716,0.016673654317855835,0.01377237867563963,0.03038865141570568,0.025966614484786987,0.027835983783006668,0.003216611687093973,0.0,0.0,0.0,0.00038462772499769926,0.0,0.0,0.0,0.0
9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.14217467606067657,0.0,0.0,0.0,0.0,0.0,0.0,0.14378440380096436,0.029291566461324692,0.01424543745815754,0.014149595983326435,0.017998497933149338,0.0,0.12398241460323334,0.05252600461244583,0.0,9.343557758256793e-05,0.016416121274232864,0.010121728293597698,0.0,0.0,0.0558977909386158,0.05494773015379906,0.003583017038181424,0.0038092879112809896,0.0,0.0,0.0,0.05832481011748314,0.005369067657738924,0.0,0.0001248069165740162,0.002331417053937912,0.016102563589811325,0.017768049612641335,0.016941223293542862,0.014537445269525051,0.03375434875488281,0.025448819622397423,0.0268850177526474,0.006773608271032572,0.00023092021001502872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
